problem,language,first_submission_id,second_submission_id,first_user_id,second_user_id,first_score,second_score,first_result,second_result,first_timestamp,second_timestamp,same_user,same_score,same_result,safe_to_remove,kept_submission_id,removed_submission_id,reason
cutiile-magice,cpp,1314235851,1314235906,user_0043,user_0043,2.78,2.78,Wrong Answer,Wrong Answer,69,72,True,True,True,True,1314235851,1314235906,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236043,1314236112,user_0043,user_0043,2.78,2.78,Wrong Answer,Wrong Answer,80,85,True,True,True,True,1314236043,1314236112,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1323410372,1323410467,user_0049,user_0049,2.78,2.78,Wrong Answer,Wrong Answer,521016,521019,True,True,True,True,1323410372,1323410467,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314237617,1314237661,user_0081,user_0081,5.56,5.56,Wrong Answer,Wrong Answer,172,174,True,True,True,True,1314237617,1314237661,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314237617,1314237698,user_0081,user_0081,5.56,5.56,Wrong Answer,Wrong Answer,172,176,True,True,True,True,1314237617,1314237698,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314237661,1314237698,user_0081,user_0081,5.56,5.56,Wrong Answer,Wrong Answer,174,176,True,True,True,True,1314237661,1314237698,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314234701,1314234716,user_0087,user_0087,2.78,2.78,Wrong Answer,Wrong Answer,24,25,True,True,True,True,1314234701,1314234716,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236136,1314236146,user_0087,user_0087,8.33,8.33,Wrong Answer,Wrong Answer,86,87,True,True,True,True,1314236136,1314236146,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236136,1314236156,user_0087,user_0087,8.33,8.33,Wrong Answer,Wrong Answer,86,88,True,True,True,True,1314236136,1314236156,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236146,1314236156,user_0087,user_0087,8.33,8.33,Wrong Answer,Wrong Answer,87,88,True,True,True,True,1314236146,1314236156,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236211,1314236228,user_0087,user_0087,33.33,33.33,Wrong Answer,Wrong Answer,92,93,True,True,True,True,1314236211,1314236228,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236738,1314236792,user_0087,user_0087,8.33,8.33,Wrong Answer,Wrong Answer,125,129,True,True,True,True,1314236738,1314236792,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236738,1314236983,user_0087,user_0087,8.33,8.33,Wrong Answer,Wrong Answer,125,140,True,True,True,True,1314236738,1314236983,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236792,1314236983,user_0087,user_0087,8.33,8.33,Wrong Answer,Wrong Answer,129,140,True,True,True,True,1314236792,1314236983,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1332595217,1332595239,user_0087,user_0087,2.78,2.78,Wrong Answer,Wrong Answer,1021571,1021575,True,True,True,True,1332595217,1332595239,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314237139,1314237269,user_0089,user_0089,2.78,2.78,Wrong Answer,Wrong Answer,149,155,True,True,True,True,1314237139,1314237269,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1332719663,1332719678,user_0096,user_0096,5.56,5.56,Wrong Answer,Wrong Answer,1025794,1025796,True,True,True,True,1332719663,1332719678,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314237197,1314237369,user_0102,user_0102,2.78,2.78,Wrong Answer,Wrong Answer,152,160,True,True,True,True,1314237197,1314237369,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1332763109,1332763114,user_0111,user_0111,50.0,50.0,Accepted,Accepted,1027228,1027228,True,True,True,True,1332763109,1332763114,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314213343,1314213352,user_0125,user_0125,2.78,2.78,Wrong Answer,Wrong Answer,-2166,-2164,True,True,True,True,1314213343,1314213352,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314213343,1314213388,user_0125,user_0125,2.78,2.78,Wrong Answer,Wrong Answer,-2166,-2155,True,True,True,True,1314213343,1314213388,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314213352,1314213388,user_0125,user_0125,2.78,2.78,Wrong Answer,Wrong Answer,-2164,-2155,True,True,True,True,1314213352,1314213388,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314213373,1314213401,user_0125,user_0125,50.0,50.0,Accepted,Accepted,-2158,-2152,True,True,True,True,1314213373,1314213401,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236720,1314236739,user_0128,user_0128,50.0,50.0,Accepted,Accepted,124,125,True,True,True,True,1314236720,1314236739,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1370576009,1370576016,user_0135,user_0135,27.78,27.78,Wrong Answer,Wrong Answer,2376505,2376506,True,True,True,True,1370576009,1370576016,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1370576009,1370576093,user_0135,user_0135,27.78,27.78,Wrong Answer,Wrong Answer,2376505,2376510,True,True,True,True,1370576009,1370576093,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1370576016,1370576093,user_0135,user_0135,27.78,27.78,Wrong Answer,Wrong Answer,2376506,2376510,True,True,True,True,1370576016,1370576093,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1370578798,1370578807,user_0135,user_0135,50.0,50.0,Accepted,Accepted,2376745,2376747,True,True,True,True,1370578798,1370578807,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,cpp,1314236035,1314236075,user_0136,user_0136,2.78,2.78,Wrong Answer,Wrong Answer,80,82,True,True,True,True,1314236035,1314236075,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323453896,1323453939,user_0008,user_0008,50.0,50.0,Accepted,Accepted,523134,523136,True,True,True,True,1323453896,1323453939,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323453896,1323453986,user_0008,user_0008,50.0,50.0,Accepted,Accepted,523134,523139,True,True,True,True,1323453896,1323453986,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323453896,1323454022,user_0008,user_0008,50.0,50.0,Accepted,Accepted,523134,523141,True,True,True,True,1323453896,1323454022,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323453939,1323453986,user_0008,user_0008,50.0,50.0,Accepted,Accepted,523136,523139,True,True,True,True,1323453939,1323453986,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323453939,1323454022,user_0008,user_0008,50.0,50.0,Accepted,Accepted,523136,523141,True,True,True,True,1323453939,1323454022,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323453986,1323454022,user_0008,user_0008,50.0,50.0,Accepted,Accepted,523139,523141,True,True,True,True,1323453986,1323454022,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237300,1314237635,user_0022,user_0022,2.78,2.78,Wrong Answer,Wrong Answer,157,173,True,True,True,True,1314237300,1314237635,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237300,1314237694,user_0022,user_0022,2.78,2.78,Wrong Answer,Wrong Answer,157,176,True,True,True,True,1314237300,1314237694,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237635,1314237694,user_0022,user_0022,2.78,2.78,Wrong Answer,Wrong Answer,173,176,True,True,True,True,1314237635,1314237694,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237253,1314237426,user_0028,user_0028,8.33,8.33,Wrong Answer,Wrong Answer,155,163,True,True,True,True,1314237253,1314237426,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314236544,1314236596,user_0039,user_0039,5.56,5.56,Wrong Answer,Wrong Answer,113,117,True,True,True,True,1314236544,1314236596,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237198,1314237727,user_0070,user_0070,50.0,50.0,Accepted,Accepted,152,177,True,True,True,True,1314237198,1314237727,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314236767,1314236783,user_0071,user_0071,2.78,2.78,Wrong Answer,Wrong Answer,127,128,True,True,True,True,1314236767,1314236783,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237116,1314237247,user_0071,user_0071,2.78,2.78,Wrong Answer,Wrong Answer,147,155,True,True,True,True,1314237116,1314237247,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314235611,1314235724,user_0085,user_0085,2.78,2.78,Wrong Answer,Wrong Answer,58,63,True,True,True,True,1314235611,1314235724,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1323389510,1323389682,user_0086,user_0086,5.56,5.56,Wrong Answer,Wrong Answer,519814,519822,True,True,True,True,1323389510,1323389682,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314236835,1314236871,user_0087,user_0087,2.78,2.78,Wrong Answer,Wrong Answer,131,133,True,True,True,True,1314236835,1314236871,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237678,1314237834,user_0088,user_0088,2.78,2.78,Wrong Answer,Wrong Answer,175,181,True,True,True,True,1314237678,1314237834,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1378139483,1378139543,user_0100,user_0100,2.78,2.78,Wrong Answer,Wrong Answer,2639578,2639580,True,True,True,True,1378139483,1378139543,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1332764002,1332764094,user_0101,user_0101,2.78,2.78,Wrong Answer,Wrong Answer,1027321,1027335,True,True,True,True,1332764002,1332764094,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314237210,1314237270,user_0109,user_0109,2.78,2.78,Wrong Answer,Wrong Answer,152,155,True,True,True,True,1314237210,1314237270,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314236646,1314236723,user_0114,user_0114,5.56,5.56,Wrong Answer,Wrong Answer,120,124,True,True,True,True,1314236646,1314236723,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314236245,1314236280,user_0116,user_0116,5.56,5.56,Wrong Answer,Wrong Answer,94,96,True,True,True,True,1314236245,1314236280,"JPlag AVG 100, same user, same score, same result"
cutiile-magice,java,1314236677,1314236709,user_0118,user_0118,2.78,2.78,Wrong Answer,Wrong Answer,121,123,True,True,True,True,1314236677,1314236709,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314234908,1314234917,user_0014,user_0014,50.0,50.0,Accepted,Accepted,32,33,True,True,True,True,1314234908,1314234917,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1344623105,1344623137,user_0017,user_0017,42.5,42.5,Segmentation Fault,Segmentation Fault,1581234,1581235,True,True,True,True,1344623105,1344623137,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314234899,1314235273,user_0021,user_0021,50.0,50.0,Accepted,Accepted,32,45,True,True,True,True,1314234899,1314235273,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1323445078,1323445123,user_0037,user_0037,42.5,42.5,Abort Called,Abort Called,522673,522676,True,True,True,True,1323445078,1323445123,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314237697,1314237746,user_0040,user_0040,42.5,42.5,Segmentation Fault,Segmentation Fault,176,178,True,True,True,True,1314237697,1314237746,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314234800,1314236380,user_0041,user_0041,50.0,50.0,Accepted,Accepted,28,102,True,True,True,True,1314234800,1314236380,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235783,1314235821,user_0043,user_0043,5.0,5.0,Wrong Answer,Wrong Answer,66,67,True,True,True,True,1314235783,1314235821,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235783,1314235897,user_0043,user_0043,5.0,5.0,Wrong Answer,Wrong Answer,66,71,True,True,True,True,1314235783,1314235897,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235821,1314235897,user_0043,user_0043,5.0,5.0,Wrong Answer,Wrong Answer,67,71,True,True,True,True,1314235821,1314235897,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235491,1314235533,user_0058,user_0058,50.0,50.0,Accepted,Accepted,53,55,True,True,True,True,1314235491,1314235533,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1323089769,1323090024,user_0064,user_0064,17.5,17.5,Terminated due ...,Terminated due ...,504219,504225,True,True,True,True,1323089769,1323090024,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1323089769,1323090318,user_0064,user_0064,17.5,17.5,Terminated due ...,Terminated due ...,504219,504232,True,True,True,True,1323089769,1323090318,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1323090024,1323090318,user_0064,user_0064,17.5,17.5,Terminated due ...,Terminated due ...,504225,504232,True,True,True,True,1323090024,1323090318,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333777537,1333777542,user_0066,user_0066,25.0,25.0,Terminated due ...,Terminated due ...,1076419,1076421,True,True,True,True,1333777537,1333777542,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333777537,1333804486,user_0066,user_0066,25.0,25.0,Terminated due ...,Terminated due ...,1076419,1077712,True,True,True,True,1333777537,1333804486,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333777537,1333804494,user_0066,user_0066,25.0,25.0,Terminated due ...,Terminated due ...,1076419,1077712,True,True,True,True,1333777537,1333804494,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333777542,1333804486,user_0066,user_0066,25.0,25.0,Terminated due ...,Terminated due ...,1076421,1077712,True,True,True,True,1333777542,1333804486,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333777542,1333804494,user_0066,user_0066,25.0,25.0,Terminated due ...,Terminated due ...,1076421,1077712,True,True,True,True,1333777542,1333804494,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333804486,1333804494,user_0066,user_0066,25.0,25.0,Terminated due ...,Terminated due ...,1077712,1077712,True,True,True,True,1333804486,1333804494,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1323452051,1323452096,user_0067,user_0067,50.0,50.0,Accepted,Accepted,523036,523038,True,True,True,True,1323452051,1323452096,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314237179,1314237267,user_0081,user_0081,2.5,2.5,Wrong Answer,Wrong Answer,151,155,True,True,True,True,1314237179,1314237267,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235595,1314235698,user_0097,user_0097,42.5,42.5,Wrong Answer,Wrong Answer,58,62,True,True,True,True,1314235595,1314235698,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1344637809,1344637828,user_0125,user_0125,20.0,20.0,Terminated due ...,Terminated due ...,1581778,1581785,True,True,True,True,1344637809,1344637828,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1344603930,1344603940,user_0153,user_0153,42.5,42.5,Abort Called,Abort Called,1580263,1580265,True,True,True,True,1344603930,1344603940,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1344603958,1344604009,user_0153,user_0153,42.5,42.5,Abort Called,Abort Called,1580268,1580276,True,True,True,True,1344603958,1344604009,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1323417757,1323417811,user_0167,user_0167,42.5,42.5,Segmentation Fault,Segmentation Fault,521343,521344,True,True,True,True,1323417757,1323417811,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1331970060,1331970072,user_0171,user_0171,25.0,25.0,Terminated due ...,Terminated due ...,991200,991202,True,True,True,True,1331970060,1331970072,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1333804466,1333804558,user_0196,user_0196,50.0,50.0,Accepted,Accepted,1077710,1077720,True,True,True,True,1333804466,1333804558,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408520332,1408520356,user_0238,user_0238,7.5,7.5,Wrong Answer,Wrong Answer,3696560,3696561,True,True,True,True,1408520332,1408520356,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408558151,1408560905,user_0238,user_0238,50.0,50.0,Accepted,Accepted,3698087,3698174,True,True,True,True,1408558151,1408560905,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235298,1314235468,user_0240,user_0240,50.0,50.0,Accepted,Accepted,46,53,True,True,True,True,1314235298,1314235468,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235309,1314237607,user_0246,user_0246,50.0,50.0,Accepted,Accepted,46,172,True,True,True,True,1314235309,1314237607,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314235045,1314237404,user_0255,user_0255,42.5,42.5,Segmentation Fault,Segmentation Fault,37,162,True,True,True,True,1314235045,1314237404,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314236378,1314236404,user_0260,user_0260,50.0,50.0,Accepted,Accepted,102,104,True,True,True,True,1314236378,1314236404,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1378018289,1378155090,user_0299,user_0299,50.0,50.0,Accepted,Accepted,2632515,2639923,True,True,True,True,1378018289,1378155090,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408569037,1408569325,user_0317,user_0317,50.0,50.0,Accepted,Accepted,3698449,3698467,True,True,True,True,1408569037,1408569325,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408569037,1408570962,user_0317,user_0317,50.0,50.0,Accepted,Accepted,3698449,3698638,True,True,True,True,1408569037,1408570962,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408569325,1408570962,user_0317,user_0317,50.0,50.0,Accepted,Accepted,3698467,3698638,True,True,True,True,1408569325,1408570962,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408504480,1408504524,user_0360,user_0360,12.5,12.5,Wrong Answer,Wrong Answer,3696365,3696367,True,True,True,True,1408504480,1408504524,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1314236312,1314236483,user_0362,user_0362,50.0,50.0,Accepted,Accepted,99,109,True,True,True,True,1314236312,1314236483,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408550974,1408552368,user_0363,user_0363,50.0,50.0,Accepted,Accepted,3697916,3697936,True,True,True,True,1408550974,1408552368,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408570828,1408570843,user_0397,user_0397,25.0,25.0,Segmentation Fault,Segmentation Fault,3698612,3698614,True,True,True,True,1408570828,1408570843,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408570840,1408570853,user_0397,user_0397,25.0,25.0,Segmentation Fault,Segmentation Fault,3698614,3698616,True,True,True,True,1408570840,1408570853,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1391770094,1391770134,user_0398,user_0398,47.5,47.5,Segmentation Fault,Segmentation Fault,3140722,3140724,True,True,True,True,1391770094,1391770134,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408592222,1408593126,user_0406,user_0406,50.0,50.0,Accepted,Accepted,3699242,3699259,True,True,True,True,1408592222,1408593126,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1408435665,1408435667,user_0411,user_0411,2.5,2.5,Wrong Answer,Wrong Answer,3692917,3692917,True,True,True,True,1408435665,1408435667,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,cpp,1391934796,1391934839,user_0433,user_0433,25.0,25.0,Abort Called,Abort Called,3148009,3148011,True,True,True,True,1391934796,1391934839,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314236900,1314237558,user_0004,user_0004,2.5,2.5,Wrong Answer,Wrong Answer,134,170,True,True,True,True,1314236900,1314237558,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235032,1314235420,user_0019,user_0019,2.5,2.5,Wrong Answer,Wrong Answer,37,51,True,True,True,True,1314235032,1314235420,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235032,1314235457,user_0019,user_0019,2.5,2.5,Wrong Answer,Wrong Answer,37,52,True,True,True,True,1314235032,1314235457,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235032,1314235804,user_0019,user_0019,2.5,2.5,Wrong Answer,Wrong Answer,37,67,True,True,True,True,1314235032,1314235804,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235420,1314235457,user_0019,user_0019,2.5,2.5,Wrong Answer,Wrong Answer,51,52,True,True,True,True,1314235420,1314235457,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235420,1314235804,user_0019,user_0019,2.5,2.5,Wrong Answer,Wrong Answer,51,67,True,True,True,True,1314235420,1314235804,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235457,1314235804,user_0019,user_0019,2.5,2.5,Wrong Answer,Wrong Answer,52,67,True,True,True,True,1314235457,1314235804,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235064,1314235108,user_0023,user_0023,50.0,50.0,Accepted,Accepted,38,40,True,True,True,True,1314235064,1314235108,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314235242,1314237348,user_0031,user_0031,7.5,7.5,Wrong Answer,Wrong Answer,44,159,True,True,True,True,1314235242,1314237348,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314237386,1314237653,user_0031,user_0031,7.5,7.5,Wrong Answer,Wrong Answer,161,173,True,True,True,True,1314237386,1314237653,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314238913,1314239651,user_0051,user_0051,50.0,50.0,Accepted,Accepted,416,511,True,True,True,True,1314238913,1314239651,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314236269,1314236398,user_0063,user_0063,2.5,2.5,Wrong Answer,Wrong Answer,95,103,True,True,True,True,1314236269,1314236398,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1344638143,1344638149,user_0120,user_0120,50.0,50.0,Accepted,Accepted,1581882,1581884,True,True,True,True,1344638143,1344638149,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314236782,1314236886,user_0123,user_0123,27.5,27.5,Runtime Error,Runtime Error,128,133,True,True,True,True,1314236782,1314236886,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314236782,1314236985,user_0123,user_0123,27.5,27.5,Runtime Error,Runtime Error,128,140,True,True,True,True,1314236782,1314236985,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314236886,1314236985,user_0123,user_0123,27.5,27.5,Runtime Error,Runtime Error,133,140,True,True,True,True,1314236886,1314236985,"JPlag AVG 100, same user, same score, same result"
gigel-si-raspandirea-vestilor,java,1314234758,1314237709,user_0127,user_0127,50.0,50.0,Accepted,Accepted,26,176,True,True,True,True,1314234758,1314237709,"JPlag AVG 100, same user, same score, same result"
