problem,submission_id,user_id,score,language,predicted_algorithm,best_reference_id,jplag_similarity,feature_similarity,score_compatibility,combined_score,second_combined_score,combined_margin,confidence,tests_run,tests_passed,tests_failed,pass_rate_percentage,wrong_answers,timeouts,runtime_errors,compilation_error,passed_tests,failed_tests,timeout_tests,runtime_error_tests,total_execution_time_seconds,average_execution_time_seconds,maximum_execution_time_seconds
gigel-si-raspandirea-vestilor,1314235349,user_0085,2.5,cpp,unknown,1344636729,0.0,0.740462,1.0,0.322139,0.303048,0.01909,low,22,3,19,13.64,0,1,18,False,"[""input00.txt"", ""input01.txt"", ""input06.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input17.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",5.12176,0.232807,3.0
gigel-si-raspandirea-vestilor,1314235356,user_0374,2.5,cpp,unknown,1344636729,0.0,0.77116,1.0,0.331348,0.318641,0.012707,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input06.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],4.366813,0.198492,0.740033
gigel-si-raspandirea-vestilor,1314235444,user_0208,2.5,java,dijkstra,1314236937,0.367089,0.937605,0.05,0.506535,0.0,0.506535,medium,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],5.680116,0.258187,0.379978
gigel-si-raspandirea-vestilor,1314235474,user_0187,2.5,java,unknown,1314236937,0.370588,0.873582,0.05,0.489427,0.0,0.489427,low,22,2,20,9.09,19,0,1,False,"[""input00.txt"", ""input07.txt""]","[""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input03.txt""]",5.665351,0.257516,0.496831
gigel-si-raspandirea-vestilor,1314235475,user_0374,2.5,cpp,unknown,1344636729,0.0,0.772544,1.0,0.331763,0.318778,0.012986,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input06.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],5.185892,0.235722,0.692149
gigel-si-raspandirea-vestilor,1314235665,user_0123,2.5,java,unknown,1314236937,0.33526,0.894403,0.05,0.474477,0.0,0.474477,low,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314235683,user_0134,2.5,cpp,dfs,1314235683,1.0,1.0,1.0,1.0,1.0,0.0,reference,22,3,19,13.64,15,2,2,False,"[""input00.txt"", ""input01.txt"", ""input06.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input18.txt"", ""input19.txt""]","[""input20.txt"", ""input21.txt""]",11.338332,0.515379,3.0
gigel-si-raspandirea-vestilor,1314235846,user_0199,2.5,java,unknown,1314236937,0.331429,0.901442,0.05,0.47429,0.0,0.47429,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input03.txt""]","[""input02.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],6.32027,0.287285,0.63532
gigel-si-raspandirea-vestilor,1314235847,user_0236,2.5,java,unknown,1314236937,0.295265,0.85316,0.05,0.438107,0.0,0.438107,low,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314235860,user_0043,2.5,cpp,unknown,1314235683,0.0,0.84798,1.0,0.354394,0.328395,0.026,low,22,6,16,27.27,1,4,11,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt""]","[""input03.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input07.txt"", ""input12.txt"", ""input16.txt"", ""input20.txt""]","[""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input21.txt""]",13.490319,0.613196,3.0
gigel-si-raspandirea-vestilor,1314235909,user_0343,2.5,cpp,unknown,1344636729,0.0,0.878224,1.0,0.363467,0.345891,0.017576,low,22,3,19,13.64,16,1,2,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input20.txt""]","[""input19.txt"", ""input21.txt""]",7.47499,0.339772,3.0
gigel-si-raspandirea-vestilor,1314235958,user_0134,2.5,cpp,unknown,1314235683,0.0,0.953508,1.0,0.386052,0.307883,0.078169,low,22,2,20,9.09,16,0,4,False,"[""input00.txt"", ""input06.txt""]","[""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",3.088605,0.140391,0.635755
gigel-si-raspandirea-vestilor,1314236026,user_0056,2.5,java,unknown,1314236937,0.340176,0.925101,0.05,0.486636,0.0,0.486636,low,22,3,19,13.64,13,6,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input15.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],26.652462,1.211476,3.0
gigel-si-raspandirea-vestilor,1314236164,user_0185,2.5,java,unknown,1314236937,0.345238,0.865584,0.05,0.471818,0.0,0.471818,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input03.txt""]","[""input02.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],4.781007,0.217318,0.459108
gigel-si-raspandirea-vestilor,1314236269,user_0063,2.5,java,dijkstra,1314236937,0.373259,0.91622,0.05,0.503821,0.0,0.503821,medium,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input06.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],7.179365,0.326335,0.706271
gigel-si-raspandirea-vestilor,1314236291,user_0102,2.5,java,dijkstra,1314236937,0.419825,0.836383,0.05,0.50781,0.0,0.50781,medium,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input11.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],8.03151,0.365069,0.612065
gigel-si-raspandirea-vestilor,1314236436,user_0112,2.5,c,simulation,1314236436,1.0,1.0,1.0,1.0,1.0,0.0,reference,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314236554,user_0264,2.5,java,unknown,1314236937,0.35474,0.855788,0.05,0.47458,0.0,0.47458,low,22,3,19,13.64,10,7,2,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input21.txt""]","[""input19.txt"", ""input20.txt""]",33.69816,1.531735,3.0
gigel-si-raspandirea-vestilor,1314236875,user_0081,2.5,cpp,unknown,1344636729,0.0,0.884141,1.0,0.365242,0.345661,0.019582,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],5.427053,0.246684,0.965093
gigel-si-raspandirea-vestilor,1314236900,user_0004,2.5,java,unknown,1314236937,0.318538,0.880056,0.05,0.460139,0.0,0.460139,low,22,2,20,9.09,9,11,0,False,"[""input00.txt"", ""input01.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],39.926018,1.814819,3.0
gigel-si-raspandirea-vestilor,1314236905,user_0019,2.5,java,unknown,1314236937,0.335,0.887279,0.05,0.472184,0.0,0.472184,low,22,3,19,13.64,12,0,7,False,"[""input00.txt"", ""input01.txt"", ""input11.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",6.765789,0.307536,0.581149
gigel-si-raspandirea-vestilor,1314237025,user_0008,2.5,java,unknown,1314236937,0.381818,0.804792,0.05,0.475528,0.0,0.475528,low,22,3,19,13.64,9,2,8,False,"[""input00.txt"", ""input01.txt"", ""input11.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input12.txt"", ""input13.txt""]","[""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",27.517113,1.250778,3.009364
gigel-si-raspandirea-vestilor,1314237032,user_0056,2.5,java,unknown,1314236937,0.337209,0.926899,0.05,0.485395,0.0,0.485395,low,22,3,19,13.64,12,7,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],30.302472,1.377385,3.0
gigel-si-raspandirea-vestilor,1314237057,user_0081,2.5,cpp,unknown,1344636729,0.0,0.883889,1.0,0.365167,0.348348,0.016818,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],5.030465,0.228658,0.59282
gigel-si-raspandirea-vestilor,1314237059,user_0056,2.5,java,unknown,1314236937,0.334294,0.927229,0.05,0.483745,0.0,0.483745,low,22,3,19,13.64,12,7,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],29.336812,1.333491,3.0
gigel-si-raspandirea-vestilor,1314237137,user_0009,2.5,cpp,unknown,1391862501,0.296296,0.866119,0.05,0.442614,0.335717,0.106896,low,22,2,20,9.09,7,13,0,False,"[""input00.txt"", ""input09.txt""]","[""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input08.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],40.186597,1.826663,3.0
gigel-si-raspandirea-vestilor,1314237163,user_0056,2.5,java,unknown,1314236937,0.334294,0.929159,0.05,0.484324,0.0,0.484324,low,22,3,19,13.64,12,7,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],28.499241,1.29542,3.0
gigel-si-raspandirea-vestilor,1314237179,user_0081,2.5,cpp,unknown,1344636729,0.0,0.887242,1.0,0.366173,0.348211,0.017962,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],4.505987,0.204818,0.725276
gigel-si-raspandirea-vestilor,1314237212,user_0019,2.5,java,unknown,1314236937,0.337531,0.889698,0.05,0.474428,0.0,0.474428,low,22,3,19,13.64,12,0,7,False,"[""input00.txt"", ""input01.txt"", ""input11.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",6.912808,0.314219,0.609765
gigel-si-raspandirea-vestilor,1314237236,user_0148,2.5,java,unknown,1314236937,0.364198,0.902102,0.05,0.494149,0.0,0.494149,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input01.txt"", ""input06.txt""]","[""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],8.414481,0.382476,0.806551
gigel-si-raspandirea-vestilor,1314237254,user_0031,2.5,java,unknown,1314236937,0.313316,0.949262,0.05,0.477768,0.0,0.477768,low,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
